animal,EBV_NINT1,EBV_MTPN1,EBV_MUNY1,EBV_NINT2+,EBV_MTPN2+,EBV_MUNY2+,Reliability_NINT1, Reliability_MTPN1, Reliability_MUNY1, Reliability_NINT2+, Reliability_MTPN2+, Reliability_MUNY2+
540,0.00919067,0.00249514,0.02730348,0.01182989,0.00195159,-0.03712682,0.41510425,0.34926503,0.37272913,0.42238461,0.37270554,0.38287058
541,0.01398059,0.00536861,0.04951714,0.02448868,0.01065314,0.06222748,0.45981555,0.39045802,0.41785279,0.45589933,0.39828385,0.41605717
542,0.00388866,0.00139517,-0.21340196,0.00131953,0.00329025,-0.2281618,0.35770933,0.2964422,0.31780536,0.38290107,0.34200543,0.34572599
543,0.00383261,0.0015205,-0.18782822,0.01072475,0.00589163,-0.21193394,0.45959066,0.3788076,0.41044188,0.46086557,0.39780578,0.41720696
544,-0.00333948,-0.00194085,0.04744788,0.00082295,-0.00619625,-0.05289209,0.52900119,0.44785328,0.48328424,0.53143245,0.47010161,0.49322188
545,-0.0161288,0.00265307,0.27896141,-0.01259302,0.00128793,0.28187637,0.45477714,0.38371276,0.41530822,0.45478006,0.4005564,0.41866268
546,-0.00484668,-0.00322424,-0.20811437,-0.00309851,-0.00093621,-0.2124515,0.48485018,0.37725225,0.42615293,0.49156249,0.41051109,0.44285721
547,0.00768573,2.309e-05,0.02859692,0.01670798,0.00375787,0.07183827,0.42742038,0.3854873,0.40435291,0.41903506,0.38489074,0.39790258
548,0.00762518,0.00204616,-0.30666701,0.0099069,0.00435334,-0.45734763,0.43823572,0.34253064,0.38029649,0.44487031,0.37110186,0.3924772
549,0.01700424,0.0037915,-0.02408556,0.02467492,0.00537009,-0.109803,0.50137393,0.41491184,0.46050933,0.49285423,0.42597568,0.45680866
550,-0.00084818,-0.0052897,0.00615363,-0.0002991,-0.0055306,0.07363446,0.54682895,0.42859524,0.47341275,0.56192866,0.47505768,0.50392485
551,0.01775877,0.00791873,0.01963794,0.02795981,0.01033894,-0.11598423,0.51764677,0.44802235,0.48459353,0.50458389,0.4516534,0.47723455
552,0.01756289,0.00899468,0.00380635,0.02600044,0.01095159,-0.06697794,0.38797845,0.34844772,0.36749332,0.36363428,0.32793316,0.3465238
553,0.00296987,0.01143172,0.32755859,0.00527516,0.01600285,0.50302987,0.41455149,0.33045857,0.35408687,0.43630752,0.37508171,0.38205656
554,-0.01751686,-0.00833061,-0.54078319,-0.02111412,-0.01021274,-0.77511572,0.42565653,0.35402171,0.38185623,0.45397515,0.40664083,0.41411246
555,0.00906767,0.00600354,-0.0101093,0.01964977,0.00851242,-0.0918813,0.45751262,0.41602813,0.4353352,0.43260144,0.39492067,0.41289555
556,0.0059092,0.00144155,0.07096541,0.00984775,-0.00061206,-0.01213161,0.36435564,0.27959159,0.30308061,0.38696496,0.3262514,0.33310126
557,-0.00565179,-0.00244584,-0.15511264,-0.00603966,-0.00046856,-0.13101834,0.473459,0.36861699,0.41057709,0.48797224,0.41105813,0.43540686
558,0.00764007,-0.00425065,-0.32332943,0.00845497,-0.0048295,-0.40288004,0.4679824,0.3652196,0.39823834,0.4979869,0.425796,0.4374686
559,0.0125979,-0.00137042,-0.16931387,0.01498326,-0.00179365,-0.26087397,0.43055975,0.34162617,0.38080719,0.42634941,0.35818633,0.38401903
560,-0.00848541,-0.00459743,-0.12332259,-0.00152501,-0.00541582,-0.23074382,0.47583621,0.32749014,0.38079955,0.50842388,0.40286875,0.43101259
561,-0.01794388,0.0022078,0.39643981,-0.01878985,-0.0004032,0.44718964,0.42983349,0.33634365,0.37132067,0.4396385,0.37048113,0.3890777
562,-0.00226266,-0.00112611,-0.29246402,0.0019175,0.00419371,-0.27834479,0.37441759,0.31733287,0.33411239,0.39222359,0.35097563,0.35398833
563,0.01142704,-0.00015154,0.06291819,0.01418051,0.00102714,0.14880739,0.55459948,0.45568681,0.50011746,0.56128334,0.48379834,0.51400418
564,-0.02810441,-0.00697536,0.0299278,-0.02658903,-0.00893968,0.03101647,0.54963061,0.44910894,0.49274637,0.56264339,0.48386165,0.51020117
565,0.01018973,-0.00196564,-0.05994715,0.01394461,0.00077676,0.03001727,0.39636356,0.35076597,0.37408343,0.39329871,0.36011597,0.37349225
566,0.00405749,0.00290294,-0.10998921,0.00967097,0.00274952,-0.31780143,0.52337374,0.44679545,0.48862762,0.5111773,0.45339399,0.48244565
567,0.00640378,-0.00067258,-0.09889592,0.00738938,0.00040168,-0.08290403,0.36517914,0.2707828,0.30683132,0.38628107,0.32215673,0.3405805
568,0.00246493,-0.00507452,-0.15992343,-0.0010048,-0.00837187,-0.22773181,0.39665342,0.2927478,0.33808485,0.39338764,0.31610276,0.34938709
569,0.00340075,0.00261118,0.14498633,0.0038048,0.00201443,0.1573519,0.3427134,0.27065294,0.29331652,0.35869086,0.30618282,0.31408701
570,0.03643047,0.00840792,-0.30913859,0.03549405,0.01260424,-0.37603167,0.54988291,0.44566271,0.49858413,0.5514417,0.47114438,0.50780523
571,-0.00017479,-0.00132148,0.15606807,-0.00027785,-0.00167632,0.27254596,0.42821286,0.3696368,0.39527157,0.4138722,0.36597249,0.38508853
572,-0.01636402,0.00089683,0.11482104,-0.01026969,0.00044094,0.05291368,0.51583461,0.37812566,0.43090631,0.54585748,0.44699862,0.4768412
573,0.00409948,-0.00751119,-0.0661045,0.00027463,-0.00655244,0.10692572,0.49067354,0.44035012,0.46540939,0.47727919,0.43547939,0.45469775
574,-0.00541184,0.00293088,0.12792252,0.00134274,0.00693757,0.19871,0.44504565,0.37959692,0.4001243,0.4605425,0.41164837,0.41820656
575,-0.0011756,-0.00382374,-0.22238041,-0.00214683,-0.00417964,-0.28465916,0.4276273,0.29285745,0.34257229,0.44903573,0.35315287,0.38223871
576,0.00357455,0.00296538,0.0887904,0.00676992,-0.00047668,-0.09806404,0.38608454,0.32853402,0.34785067,0.40738709,0.36711413,0.3705472
577,-0.00186246,-0.00147515,0.04567462,0.00079917,-0.00299364,-0.02182079,0.29498852,0.24704482,0.26870379,0.28238159,0.24485442,0.26172606
578,0.00556777,0.00522545,0.15223553,0.01125967,0.00771846,0.15774251,0.36549833,0.31416781,0.33898305,0.33786238,0.29490414,0.31773821
579,0.00508802,-0.00167213,-0.28025296,0.00177814,0.00204668,-0.20725415,0.25000226,0.17468461,0.19341423,0.26635319,0.21251628,0.21725887
580,-0.00609959,-0.0019662,-0.04309324,-0.00559479,-0.00471218,-0.15849907,0.39764832,0.35348201,0.37823001,0.38553206,0.35086817,0.36887731
581,0.01734028,0.00256342,0.07646243,0.02170616,0.00405364,0.09046665,0.51769644,0.4293869,0.4699416,0.51990179,0.44959865,0.47603848
582,-0.02249952,-0.00505912,0.05161908,-0.0217057,-0.00683843,0.09370274,0.44685428,0.39468229,0.42145568,0.43313389,0.39090105,0.41064789
583,-0.00135218,0.00094617,-0.1077127,0.00018005,0.001288,-0.15639771,0.53915404,0.43412867,0.47875693,0.55664248,0.476414,0.50124935
584,0.00519074,-0.00099453,-0.05198813,0.01091628,-0.00243985,-0.17962716,0.40137828,0.30180522,0.33853975,0.4236521,0.35375185,0.37008657
585,0.00942228,0.00255259,-0.11144147,-0.00201763,0.00156189,-0.04997393,0.43690167,0.38818648,0.41238282,0.42887647,0.3892279,0.40615591
586,-0.00672205,-0.00699076,-0.1266709,-0.01156855,-0.00876498,-0.08897098,0.49210863,0.40026713,0.42930998,0.52136434,0.45644675,0.46402718
587,-0.00080925,0.00043024,-0.11473316,-0.00061944,0.00162462,-0.14651371,0.44504171,0.34793598,0.38034968,0.47350213,0.40525273,0.41698342
588,-0.00169329,0.00226276,0.10862798,0.00108774,0.00370683,0.13914558,0.55637479,0.45663186,0.50651776,0.55459676,0.47663094,0.50984486
589,0.0009163,0.00668484,0.23038659,0.00850293,0.00892605,0.26051771,0.50433404,0.43149757,0.47078129,0.4959191,0.44186886,0.46738621
590,-0.0010481,-0.00165778,-0.03220676,-0.00183294,-0.00134483,-0.0023191,0.43511244,0.32164237,0.36418953,0.45002081,0.36834139,0.39497266
591,-0.00127615,0.00692018,0.14138466,0.00045366,0.01097946,0.21028237,0.44161244,0.37882987,0.40152629,0.44950013,0.40290479,0.41314524
592,-0.00066975,-0.00519029,-0.25590638,-0.00046768,-0.00481594,-0.28504652,0.38267423,0.31719464,0.35251978,0.36690764,0.31814119,0.34498371
593,0.00588083,0.0025487,-0.10631427,0.00716322,0.00314492,-0.16735035,0.51928178,0.40400506,0.46243873,0.51905789,0.42919996,0.47017114
594,-0.00744418,0.00111265,0.04828484,0.00010139,0.00068475,-0.06462738,0.37558722,0.2979328,0.32876748,0.35888126,0.29706371,0.32064707
595,-0.01642387,-0.00648793,-0.21907833,-0.01667264,-0.00956527,-0.37853738,0.36556382,0.31176942,0.33233911,0.39155101,0.35683655,0.3598796
596,-0.00558419,-0.00153047,-0.07003976,-0.00468811,0.00252042,0.06452967,0.55146864,0.43866071,0.48712202,0.56903368,0.48837489,0.51689937
597,-0.01402801,-0.00027603,0.1424695,-0.01100194,-0.0031263,0.1109825,0.4716544,0.41221645,0.43657029,0.467297,0.42136142,0.436906
598,0.02053807,0.00331745,0.08113547,0.02086698,0.00691853,0.27442734,0.48452356,0.40523998,0.44694263,0.47383537,0.4110513,0.44087563
599,0.01410854,-0.00041248,-0.1394268,0.01843329,0.00208626,-0.12133111,0.42731359,0.31220174,0.34668684,0.44350105,0.3569049,0.374321
600,-0.00100131,-0.00424702,-0.08473267,0.00033611,-0.00399712,-0.0665831,0.44816907,0.33239444,0.36841582,0.47339135,0.38852611,0.40389277
601,0.00363031,-0.00013694,-0.10087514,0.00695042,-0.00031114,-0.19263674,0.42584896,0.38553953,0.40697373,0.40293506,0.36785652,0.38654319
602,-0.01505179,-0.0007942,0.14207038,-0.02031125,-0.00229547,0.21212404,0.38367755,0.32346718,0.34395466,0.40481962,0.36322691,0.36808153
603,-0.01874325,0.0012493,0.32584528,-0.02056199,-0.00020939,0.42806861,0.38841287,0.27166901,0.30603249,0.40961417,0.32445357,0.33992502
604,6.57e-05,0.00288599,0.26596285,-0.00104975,0.00356436,0.37770288,0.50222126,0.39410834,0.44116907,0.50911722,0.42834364,0.45932085
605,0.01187951,-8.66e-06,-0.07974738,0.01984146,0.00108173,-0.1597304,0.44971506,0.39471247,0.43109353,0.42074358,0.37835788,0.40856461
606,0.01010771,0.00283393,0.09748782,0.00643184,0.00188696,0.13038974,0.42606429,0.25874119,0.31752579,0.45471876,0.33660442,0.37171464
607,0.00210728,0.0002624,0.0832466,0.0020952,-0.00083616,0.08928187,0.44393542,0.35101896,0.38215646,0.46332287,0.39530779,0.40810355
608,0.00261523,0.00324696,0.02863968,0.0044188,0.00174206,-0.08539207,0.42783218,0.34189,0.37097163,0.44071027,0.37584003,0.38858351
609,0.01112777,0.00521612,0.29571046,0.01788294,0.00417839,0.30846571,0.44734511,0.38460137,0.41268491,0.43727778,0.38586215,0.4053271
610,0.00985552,0.0017131,-0.11546085,0.01341811,0.001074,-0.21001894,0.50344549,0.4280913,0.46381332,0.50260839,0.44538171,0.46764359
611,0.02118862,0.00284094,-0.13492651,0.02895535,0.00506822,-0.20392619,0.49035414,0.36921768,0.41387403,0.51696141,0.43129111,0.45418133
612,-7.605e-05,-0.0050156,-0.08120701,-0.00106588,-0.00969988,-0.20128071,0.38530334,0.31479471,0.34375559,0.39058099,0.33750979,0.35310938
613,-0.00616032,0.00115026,0.03676678,-0.00262587,0.00219891,0.04026344,0.48044392,0.38618473,0.42665376,0.48140275,0.40784007,0.43603738
614,0.01583085,0.00454925,0.1016277,0.01900996,0.00536464,0.0817306,0.43045923,0.33770734,0.37736421,0.42506929,0.35289769,0.38301431
615,-0.00324749,-0.00469603,-0.50321645,-0.01378622,-0.00192772,-0.47743782,0.41878111,0.3147031,0.35390908,0.44031172,0.36692963,0.38449306
616,0.00192768,0.00430776,0.17539002,0.00717344,0.00629096,0.21086917,0.44374339,0.33296155,0.36723682,0.46720305,0.38528018,0.40036181
617,0.02428626,0.00825724,0.05148473,0.02998207,0.00989834,0.05670358,0.45396442,0.37679051,0.41018014,0.43982077,0.37611751,0.40491556
618,-0.01145141,-0.00243585,0.0551763,-0.00411747,-0.00124273,0.01922769,0.46241004,0.4066429,0.44276603,0.43560793,0.39270701,0.42256811
619,0.01026797,0.00257282,-0.13758066,0.01903895,0.00500515,-0.25225158,0.33186506,0.2645505,0.28446716,0.34604313,0.29605853,0.30280433
620,-0.00704616,-0.00117143,0.20764808,-0.00721303,-0.00477156,0.20073562,0.43610638,0.36000037,0.38977108,0.44857095,0.39312552,0.40977176
621,0.0023284,-0.00235797,-0.16050157,-9.507e-05,-0.0011862,-0.1284665,0.34864788,0.26234979,0.29131574,0.37125149,0.30992561,0.32024095
622,0.00377004,0.00362278,-0.00417181,0.00445674,0.00556727,0.00309336,0.30487667,0.22406441,0.24580093,0.31770203,0.25954074,0.26730795
623,-0.00096653,0.00206175,-0.11214341,-0.0048117,-0.00028,-0.234082,0.49943629,0.39247765,0.42942426,0.52166419,0.44382392,0.46265955
624,-0.00045104,0.00762787,0.13280532,-0.00266575,0.00864033,0.16939607,0.51522297,0.38401938,0.44597954,0.52988506,0.43188078,0.47420692
625,0.00943151,0.00538617,0.19792835,0.02333906,0.00642785,0.12582398,0.39989217,0.34776442,0.37397997,0.37568077,0.33238966,0.35557915
626,0.00466777,0.00680133,0.2288378,0.00346595,0.00880869,0.37768985,0.49207392,0.40804545,0.44759816,0.49477052,0.43271408,0.45898642
627,0.00861298,0.00478655,0.07350874,0.00924843,0.00527033,0.08518141,0.3240366,0.25439145,0.28017343,0.31675218,0.26194956,0.27911977
628,0.00320082,0.00033009,-0.16789983,0.00450757,-0.0005197,-0.28626547,0.45627629,0.37456952,0.40460142,0.47581723,0.41726452,0.43125179
629,-0.01426238,-0.00330777,0.1503804,-0.01620123,-0.00511109,0.24965188,0.50181083,0.36643229,0.41691888,0.52904004,0.42944009,0.45732396
630,-0.00558903,-0.00221022,-0.02378097,-0.00346926,-0.00250696,-0.06163966,0.25228222,0.18579636,0.20753916,0.27421723,0.23032947,0.23597626
631,-0.0109524,-0.0049907,-0.12957637,-0.01016858,-0.00699654,-0.2019713,0.43030751,0.38611669,0.4142502,0.42118252,0.3875646,0.40675748
632,0.01123995,-0.00164377,-0.0172979,0.01153995,-0.00344673,-0.06029455,0.51179823,0.41664876,0.45736042,0.5217628,0.44761518,0.47083556
633,0.00800395,-0.00302007,-0.50571821,0.01116098,-0.00113013,-0.67408464,0.45948538,0.37118885,0.40598549,0.4884706,0.42930436,0.44101349
634,0.0167698,0.00586241,-0.06176805,0.02878721,0.00692917,-0.22623113,0.4921502,0.4205713,0.46234017,0.47172682,0.41625525,0.44763763
635,-0.00581317,-0.00089527,-0.02990925,0.00566322,0.0018724,-0.06760299,0.47763165,0.38541448,0.41632045,0.49133819,0.42222866,0.43874113
636,-0.00204769,-0.00477225,-0.2670796,-0.00677163,-0.00582763,-0.28203668,0.50226141,0.38887333,0.43012839,0.52863334,0.44780105,0.46854834
637,0.0038192,-0.00181967,-0.02963764,-0.00224469,-0.00449716,0.00056345,0.4522948,0.34129349,0.38544805,0.47885666,0.40284859,0.42447473
638,0.00131771,0.00087712,0.13529784,0.00449358,-0.00086832,0.09415572,0.30995111,0.23191688,0.25563027,0.33457338,0.28165923,0.28764216
639,0.00329186,0.00188601,-0.20552306,0.00749911,0.00292194,-0.3465474,0.43192101,0.34752746,0.38151711,0.42860057,0.36279082,0.38492854
640,-0.00519516,-0.00539741,-0.10620292,-0.00898969,-0.0065083,-0.08571983,0.2842181,0.19732945,0.22241458,0.30574797,0.24552032,0.25303043
641,0.0034404,0.00511781,0.05425099,0.00216996,0.00616957,0.06329161,0.41811904,0.30704442,0.34259084,0.44661613,0.36755551,0.38146443
642,0.00322385,-0.00171727,-0.09549105,0.00746464,-0.00095633,-0.13051625,0.44577232,0.2865555,0.34456596,0.46893883,0.35586585,0.39200763
643,-0.00934183,0.00173018,0.15126458,-0.00930436,-0.00206125,0.0335132,0.42596544,0.33150916,0.35952112,0.45196722,0.38397231,0.39296597
644,0.01623753,0.0061321,0.04521547,0.02552988,0.00772442,-0.05283179,0.29363599,0.24902485,0.27331705,0.26874059,0.23175603,0.25417931
645,-0.00196743,4.904e-05,-0.14809071,0.002206,0.00074856,-0.20489931,0.48621763,0.42273898,0.44563681,0.50038025,0.45354119,0.46313532
646,-0.01300857,-0.00220808,-0.15634958,-0.01236615,-0.00101622,-0.18320579,0.39938407,0.30538721,0.33413734,0.42827553,0.36231253,0.36982997
647,0.0179688,-0.00034546,-0.23867605,0.02182528,0.00208967,-0.28389981,0.40921905,0.3362241,0.38256275,0.36007425,0.302803,0.346479
648,-0.00491826,0.00313392,0.20020075,0.00271609,0.00163123,0.11140759,0.32433496,0.27022235,0.29569183,0.29471164,0.25022743,0.27408128
649,0.0131589,-0.00300458,-0.2628218,0.02196861,-2.754e-05,-0.31951037,0.46095505,0.38959504,0.4269183,0.44777355,0.39299973,0.41899701
650,0.00163978,-0.00236271,-0.07408398,0.00959672,0.00045349,-0.10446113,0.41348992,0.37535386,0.39605329,0.39974711,0.36914628,0.38516629
651,0.00873289,-0.00189655,-0.20647214,0.00832369,-0.0044778,-0.36704143,0.28529438,0.26021615,0.27619523,0.30044557,0.28455073,0.28913993
652,0.00352153,0.00237116,-0.0251189,0.01237804,0.0031284,-0.12704413,0.44129209,0.36437791,0.40684509,0.41891384,0.35819432,0.39124149
653,0.0056428,-0.00285147,-0.31548848,0.00516264,-0.00212841,-0.40226564,0.29367105,0.18761912,0.21599648,0.32244191,0.25079136,0.25846318
654,-0.01070484,-0.0030596,0.0338708,-0.00994398,-0.00312358,0.08649987,0.45089901,0.39117988,0.42477732,0.43161522,0.38650515,0.41222408
655,0.00211554,0.0089481,0.49084926,0.00588797,0.01040636,0.63360837,0.45435507,0.3154529,0.377492,0.45903179,0.35306362,0.39974043
656,-0.00246925,-0.00331683,-0.34673821,-0.01159753,-0.00587486,-0.47415771,0.44530293,0.37680003,0.40503627,0.45795899,0.4086785,0.42135599
657,0.0050573,0.00555926,-0.02324432,0.00501245,0.00475218,-0.11740476,0.50445589,0.41694176,0.4534391,0.51213196,0.4452342,0.46591378
658,-0.00113908,0.01050622,0.20646572,-0.00088388,0.01439373,0.27404529,0.42604447,0.32964157,0.35986371,0.44338413,0.37233762,0.38495191
659,-0.02034183,-0.00034126,0.10135194,-0.02034361,-0.00224388,0.06688717,0.51463139,0.45058423,0.48136764,0.51074935,0.45904955,0.47954504
660,0.00112071,-0.00012781,-0.0475131,0.00061693,-0.00124285,-0.09480106,0.32388027,0.21180174,0.24168846,0.35248589,0.27547618,0.28368205
661,0.01924185,0.006328,0.02945581,0.03138157,0.00792775,-0.13836279,0.45118509,0.39660431,0.43116959,0.42930184,0.38643645,0.41455505
662,-0.00103145,-0.00104133,-0.21061833,-0.00164683,0.00010699,-0.27966455,0.27615265,0.19622083,0.21705518,0.29199711,0.23410084,0.24039616
663,-0.00369098,-0.00113839,-0.08958479,-0.00573224,-0.00415663,-0.21204264,0.49885808,0.40789331,0.44671947,0.50493882,0.43488545,0.45741344
664,0.0007618,-0.00221902,0.12021362,0.00189058,0.0009545,0.32262205,0.54485983,0.45054211,0.48261889,0.56312113,0.4946244,0.51083525
665,0.00482129,0.00368616,0.0573536,0.00729796,0.00439182,0.03859171,0.27823405,0.22405402,0.25101717,0.25090892,0.20742293,0.2323114
666,-0.00261698,0.00171014,-0.17025042,-0.00108093,0.00430424,-0.21418581,0.35433729,0.31494706,0.33373749,0.33755191,0.30728061,0.32262675
667,-0.0096234,0.00204152,-0.16896088,-0.00677183,0.00631078,-0.17426481,0.44244494,0.39100371,0.41721752,0.43265052,0.39402567,0.41201707
668,0.00911163,0.00164854,0.07268393,0.01258512,0.00274932,0.11974412,0.41079106,0.34845213,0.37210253,0.42607824,0.38189298,0.38962419
669,-0.01261974,-0.00081809,0.20664014,-0.0109689,-0.00328542,0.25294536,0.50915624,0.43003975,0.46067547,0.51648062,0.45678936,0.47346498
670,-0.00617358,0.00155736,0.2498375,-0.0073463,0.0017351,0.34914052,0.46966203,0.37523955,0.41302945,0.48753443,0.41865783,0.43699978
671,0.0045532,0.00013955,-0.15089646,0.00365684,0.00069392,-0.19329098,0.43247322,0.37571361,0.40269017,0.42095594,0.37603307,0.39569756
672,-0.01475944,-0.0040773,0.03176675,-0.01814157,-0.00653752,0.04096262,0.44892062,0.37296225,0.40062756,0.47716887,0.42551963,0.4319335
673,-0.00910683,0.01155174,0.47462789,-0.00339186,0.01482067,0.55977743,0.51956042,0.38483785,0.44311133,0.54422707,0.44433183,0.47881042
674,-0.00156008,-0.0049999,-0.1465913,-0.0071737,-0.00930496,-0.24490829,0.45546642,0.32470869,0.36632284,0.49002321,0.39644823,0.41411057
675,0.00713595,0.00890299,0.19889156,0.01288802,0.01227817,0.25223801,0.5183222,0.44121583,0.47720514,0.51750876,0.45652461,0.48058002
676,-0.00401406,-0.00242286,0.23427155,-0.002562,-0.00523541,0.28873342,0.38316417,0.26855808,0.30244534,0.41612842,0.33715846,0.34766449
677,-0.00951301,-0.00350836,0.11473841,-0.01423141,-0.00777052,0.10837812,0.4703578,0.36032124,0.40780375,0.4868849,0.40550496,0.43171951
678,-0.01564124,-0.01113137,-0.12268097,-0.02587783,-0.01548535,-0.04766157,0.50840595,0.40250021,0.44734956,0.52849733,0.45487172,0.47871219
679,-0.00243663,-0.00143341,-0.0627096,0.00125327,-0.00265168,-0.18624362,0.37952946,0.32392384,0.35401322,0.3454385,0.29791398,0.32717869
680,-0.00629599,-0.00106789,-0.02560146,-0.0051808,-0.00176106,-0.08414805,0.44739716,0.32329798,0.37349386,0.45850475,0.3665102,0.39840099
681,-0.00557575,0.00261201,0.13629207,-0.00776805,0.00147031,0.15315727,0.38781683,0.24590407,0.29338333,0.40641559,0.30417634,0.33300204
682,-0.01052875,-0.00505017,0.07375941,-0.00739177,-0.00724456,0.06759748,0.41088216,0.33616716,0.36832002,0.40378269,0.34613406,0.36702215
683,0.01299001,0.00421253,0.09633221,0.01997292,0.00329306,-0.03927012,0.46370755,0.40297321,0.44169721,0.44029927,0.39614101,0.4266654
684,0.01279807,-0.00207861,-0.33987033,0.01152487,0.00184013,-0.31082078,0.46398919,0.36323523,0.40665104,0.47248737,0.39464426,0.4212872
685,0.00562012,0.00124249,-0.1237102,0.0079091,0.00209914,-0.18471906,0.48070739,0.38174499,0.41657242,0.5100521,0.44002675,0.45169727
686,-0.00597999,-0.00283209,0.13556027,0.00121428,0.00041487,0.24852682,0.58428007,0.47723408,0.53575799,0.57572119,0.49095113,0.53671094
687,0.00237225,0.00039429,0.17867462,0.00839975,4.272e-05,0.18349043,0.34909939,0.28845259,0.31473854,0.32360105,0.27599824,0.29856209
688,0.00068193,0.00445784,0.10972065,0.00816117,0.00371585,-0.05050045,0.56244664,0.44822723,0.50474693,0.56686191,0.47886707,0.51894786
689,0.02253149,0.00628308,0.1057377,0.03110723,0.00921049,0.12336248,0.48342636,0.41635189,0.44572603,0.47321247,0.41731901,0.43779798
690,0.00557518,-0.00393187,-0.13117137,0.00378775,-0.00416502,-0.1111335,0.48014472,0.41810264,0.45798052,0.45715089,0.40911414,0.44072974
691,-0.01228812,0.00358827,0.03500775,-0.00813062,0.00861898,0.11567919,0.42713313,0.35459067,0.39863474,0.41665102,0.36641774,0.39527225
692,0.00153267,0.010478,0.26151526,0.003237,0.01306703,0.31864589,0.4259394,0.33274745,0.36953986,0.45011956,0.38509665,0.40086289
693,0.02934092,0.00622595,-0.14671603,0.03899702,0.00784825,-0.260996,0.49548181,0.43121342,0.45986599,0.4790774,0.42397475,0.44703682
694,0.00830998,0.00246805,0.19810818,0.0070651,0.00118864,0.26396538,0.41130796,0.3502756,0.37938347,0.4073979,0.36246248,0.3802003
695,-0.00417013,-0.00487635,-0.0012863,-0.00399386,-0.00486337,0.08223811,0.29699953,0.27572574,0.28798479,0.2982318,0.28152812,0.28812812
696,0.0133431,-8.728e-05,-0.11593103,0.01088353,0.002344,-0.02886481,0.43993613,0.34205633,0.37932437,0.47116807,0.40410052,0.41638485
697,0.00080059,0.00391397,0.01969436,0.01087502,0.00341337,-0.12994091,0.46993078,0.4156579,0.44511428,0.45776005,0.41353545,0.43601818
698,-0.00029514,0.00160447,-0.00534139,0.00059381,0.00154149,-0.016489,0.44546763,0.35579156,0.39081626,0.45702049,0.38965646,0.40761145
699,-0.00388651,0.00318034,-0.1042854,-0.00027839,0.00489293,-0.21122216,0.43175297,0.31190952,0.35701316,0.44175213,0.3513961,0.37810602
700,0.01118152,-0.00286013,-0.19640361,0.01458323,-0.00584889,-0.39079035,0.43101653,0.34958171,0.37398576,0.45036878,0.38988117,0.39819651
701,-0.01835237,-0.00282027,-0.02946699,-0.03154257,-0.00494649,0.04818153,0.47990225,0.40152053,0.44465246,0.46793361,0.40924901,0.43850185
702,0.0058791,0.0035379,-0.15869851,-0.0026422,0.00378762,-0.14854819,0.48525229,0.39411942,0.42950374,0.4902739,0.41861049,0.44006234
703,0.00104504,0.00557496,0.24886554,0.00398837,0.00784555,0.353294,0.2895987,0.18007391,0.2088986,0.31213524,0.23474789,0.24502671
704,-0.00199742,-0.00478645,-0.01527688,0.00423103,-0.00262553,0.02289241,0.44858122,0.39872744,0.4215843,0.43620704,0.39568715,0.41327112
705,0.00698224,0.00095791,-0.2471317,0.0079966,0.00241182,-0.31489422,0.38362714,0.34774752,0.36959543,0.39110451,0.36388217,0.37568847
706,0.00400677,0.00288717,0.05413747,0.00566161,0.00153668,-0.06225024,0.36818731,0.32174368,0.33627513,0.3818741,0.34758674,0.35112412
707,0.00813105,-0.00120178,0.05176334,0.01082106,-0.00251232,0.04451687,0.45657754,0.36080368,0.40701072,0.45740119,0.38702555,0.41904316
708,0.00213699,0.00494688,0.08286646,0.00945634,0.00564596,-0.02328767,0.4422723,0.34595496,0.39735382,0.42308883,0.35113075,0.38817049
709,0.01174559,0.00600934,-0.04416255,0.01702215,0.00743076,-0.09146322,0.42647847,0.38925762,0.40857397,0.39775859,0.36336067,0.38283988
710,0.01656019,0.0108994,0.20121336,0.02424314,0.01346502,0.18704848,0.41114651,0.32355015,0.35876152,0.41017523,0.34280805,0.36399449
711,-0.00723712,-0.01004689,-0.43852971,-0.01546043,-0.01239235,-0.50510597,0.35475447,0.29433305,0.32122944,0.33862086,0.29219274,0.31238746
712,-0.00499128,-0.00295589,-0.05619297,-0.00449946,-0.00517376,-0.14901132,0.42092348,0.3294157,0.37620259,0.4134342,0.3447162,0.37758691
713,0.01573811,0.00440094,0.00773326,0.01785719,0.00436498,-0.04184369,0.43212053,0.3761444,0.40398616,0.42361514,0.37978575,0.3993847
714,-0.00152252,0.00189966,0.12290386,0.00319587,0.00268921,0.1041584,0.38849402,0.33635281,0.35461702,0.40717139,0.3701013,0.37394761
715,-0.00478851,-0.00544334,-0.10822658,-0.0076411,-0.00722218,-0.13170542,0.3162422,0.22339018,0.25045416,0.3324583,0.26498835,0.27609019
716,0.01332042,0.00100434,0.01301806,0.02150528,0.00428567,0.03802896,0.43782585,0.38817699,0.41333409,0.42235196,0.38196978,0.40101242
717,0.02143204,0.00391602,-0.32305699,0.03209711,0.00666757,-0.54592451,0.54953188,0.43032916,0.48843223,0.55914805,0.46806284,0.50763658
718,0.00930326,0.00300487,0.05322975,0.00839345,0.0057528,0.1719157,0.51674856,0.41353713,0.45587436,0.54436021,0.47099188,0.48819381
719,-0.00270257,-0.00616078,-0.14532512,-0.00439306,-0.00936266,-0.24467874,0.42037143,0.34726618,0.38019087,0.41839549,0.36181541,0.38186988
